sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,Temp_Diff,Engine Condition
642.82,1594.82,1414.9,552.79,2388.03,9084.33,47.7,521.43,2388.0,8163.71,8.4498,394,38.73,23.2774,-7642.28,0
642.81,1589.85,1411.23,553.87,2388.17,9041.18,47.52,521.52,2388.11,8132.25,8.4512,394,38.8,23.1966,-7610.73,0
643.1,1600.68,1420.32,552.93,2388.13,9090.79,47.75,520.77,2388.11,8158.48,8.5004,395,38.72,23.2813,-7637.709999999999,0
642.4,1586.97,1407.59,553.5,2388.07,9060.85,47.64,521.32,2388.07,8138.64,8.4413,394,38.75,23.3585,-7617.320000000001,0
642.35,1582.18,1403.28,554.19,2388.04,9041.77,47.09,522.5,2388.03,8140.01,8.4098,391,39.18,23.3494,-7617.51,0
642.14,1579.89,1405.25,553.3,2387.98,9065.46,47.49,521.37,2388.02,8147.37,8.4168,394,38.97,23.3281,-7626.0,0
642.64,1596.49,1422.25,552.21,2388.24,9035.47,47.73,520.64,2388.26,8113.06,8.494,393,38.53,23.2209,-7592.42,0
642.67,1594.03,1396.38,554.25,2388.04,9068.42,47.29,522.47,2388.06,8146.38,8.3971,393,38.89,23.3694,-7623.91,0
643.19,1600.85,1423.3,552.11,2388.21,9068.51,47.85,520.45,2388.17,8135.9,8.4901,396,38.66,23.1887,-7615.45,1
642.1,1593.06,1402.96,553.63,2388.1,9048.5,47.21,521.7,2388.11,8132.25,8.4208,393,38.9,23.3181,-7610.55,0
642.45,1585.81,1405.4,553.87,2387.99,9082.94,47.32,521.97,2388.01,8162.98,8.4105,393,39.08,23.4839,-7641.009999999999,0
642.35,1592.62,1408.23,553.72,2388.15,9063.45,47.44,521.65,2388.05,8139.67,8.4437,393,38.69,23.2802,-7618.02,0
642.78,1596.4,1404.56,552.97,2388.17,9054.09,47.67,521.19,2388.15,8127.44,8.4376,391,38.65,23.2574,-7606.25,0
642.17,1588.34,1411.36,553.72,2388.12,9076.91,47.4,521.74,2388.06,8148.07,8.4453,394,38.73,23.3623,-7626.33,0
643.5,1592.92,1423.93,550.96,2388.2,9062.78,48.07,520.08,2388.24,8134.88,8.5089,395,38.78,23.0247,-7614.8,1
643.19,1584.04,1418.57,553.39,2388.1,9058.06,47.47,521.45,2388.17,8136.69,8.4602,393,38.79,23.2562,-7615.24,0
642.63,1590.37,1409.12,553.83,2388.09,9056.51,47.52,521.49,2388.13,8133.08,8.4301,394,38.88,23.3767,-7611.59,0
642.43,1587.74,1411.71,553.91,2388.03,9065.16,47.44,521.81,2388.03,8141.4,8.4433,393,38.94,23.3576,-7619.59,0
642.41,1583.87,1401.78,554.41,2388.01,9072.22,47.29,522.64,2388.0,8142.83,8.415,392,39.13,23.3726,-7620.19,0
642.07,1590.96,1402.58,554.39,2388.02,9068.79,47.14,521.87,2388.1,8148.83,8.4518,393,38.96,23.3386,-7626.96,0
642.44,1597.68,1408.76,552.76,2388.13,9048.12,47.51,520.99,2388.13,8126.43,8.4494,394,38.86,23.2969,-7605.4400000000005,0
642.77,1593.93,1410.02,553.2,2388.12,9060.36,47.72,521.15,2388.11,8132.92,8.4784,394,38.86,23.2371,-7611.77,0
642.85,1593.74,1421.59,552.63,2388.2,9043.59,47.72,520.85,2388.2,8121.84,8.4902,393,38.54,23.2272,-7600.99,0
642.38,1586.48,1409.88,554.23,2388.06,9063.6,47.32,522.22,2388.01,8147.11,8.4022,392,38.86,23.2767,-7624.889999999999,0
643.78,1606.28,1422.21,551.76,2388.2,9109.62,48.0,519.87,2388.2,8174.55,8.5324,396,38.52,23.107,-7654.68,1
643.34,1591.91,1422.7,552.72,2388.23,9049.04,47.91,520.66,2388.21,8127.07,8.4751,396,38.7,23.2097,-7606.41,1
643.37,1598.34,1412.58,553.66,2388.07,9059.98,47.51,521.46,2388.07,8139.84,8.4606,393,38.74,23.2756,-7618.38,0
642.46,1585.58,1407.02,554.55,2388.08,9054.18,47.27,522.28,2388.06,8137.95,8.4061,392,38.86,23.285,-7615.67,0
642.74,1592.33,1402.5,553.89,2388.1,9062.59,47.47,521.5,2388.09,8139.85,8.4285,394,38.92,23.3893,-7618.35,0
642.18,1583.28,1404.79,554.57,2388.08,9057.11,47.38,521.54,2388.05,8139.71,8.4191,392,38.93,23.3624,-7618.17,0
642.83,1593.73,1420.61,552.25,2388.09,9064.14,47.44,521.47,2388.1,8141.73,8.4526,391,38.82,23.2364,-7620.259999999999,0
643.35,1592.96,1413.4,552.22,2388.21,9039.33,47.93,520.2,2388.24,8121.79,8.4807,396,38.75,23.1841,-7601.59,1
642.45,1589.62,1399.9,553.36,2388.09,9058.45,47.42,522.03,2388.14,8135.58,8.4111,394,38.83,23.3011,-7613.55,0
642.41,1585.92,1408.06,554.52,2387.97,9063.86,47.2,521.84,2388.0,8140.88,8.4067,392,38.78,23.5047,-7619.04,0
642.09,1586.63,1394.39,554.58,2388.05,9052.4,47.21,522.35,2387.99,8139.29,8.4163,393,38.87,23.4494,-7616.94,0
642.28,1582.73,1404.38,554.6,2388.0,9065.97,47.38,522.16,2388.01,8138.26,8.4102,392,39.03,23.4673,-7616.1,0
642.56,1588.49,1410.0,552.9,2388.13,9073.13,47.62,520.9,2388.15,8146.61,8.4526,395,38.64,23.1895,-7625.71,0
641.94,1589.09,1400.99,554.37,2388.04,9064.46,47.19,522.3,2388.0,8146.12,8.421,392,39.04,23.4083,-7623.82,0
642.9,1594.92,1412.66,552.75,2388.19,9062.93,47.67,520.28,2388.21,8135.36,8.4789,393,38.7,23.172,-7615.08,0
642.42,1593.76,1411.74,552.55,2388.14,9061.7,47.47,520.8,2388.18,8142.12,8.4456,395,38.63,23.2572,-7621.32,0
642.18,1583.13,1411.3,554.06,2388.01,9054.89,47.44,522.0,2388.05,8137.18,8.4185,391,38.95,23.3195,-7615.18,0
642.49,1590.9,1409.16,553.74,2388.03,9068.56,47.24,521.83,2388.01,8152.59,8.4134,394,39.06,23.2886,-7630.76,0
643.26,1593.33,1411.88,553.1,2388.1,9076.21,47.74,520.93,2388.1,8149.14,8.4764,392,38.79,23.215,-7628.21,0
642.17,1579.53,1399.94,554.66,2388.01,9069.09,47.36,522.02,2387.99,8147.75,8.3849,391,39.13,23.3346,-7625.73,0
642.63,1589.51,1405.36,553.66,2388.1,9062.06,47.55,521.82,2388.04,8140.72,8.4172,392,38.93,23.4358,-7618.900000000001,0
642.76,1587.74,1402.28,553.84,2388.05,9086.93,47.48,521.74,2388.04,8152.14,8.423,391,38.84,23.4284,-7630.400000000001,0
643.28,1585.32,1411.66,553.24,2388.13,9056.16,47.52,521.57,2388.13,8136.99,8.4425,393,38.64,23.2051,-7615.42,0
642.8,1593.44,1417.15,553.08,2388.15,9039.67,47.57,521.15,2388.19,8126.44,8.4692,394,38.72,23.1672,-7605.29,0
642.9,1587.98,1405.42,553.41,2388.08,9046.47,47.4,521.3,2388.12,8125.6,8.4129,393,38.8,23.2511,-7604.3,0
642.47,1590.39,1400.72,553.43,2388.09,9073.04,47.36,521.57,2388.02,8151.17,8.4512,393,38.77,23.314,-7629.6,0
641.87,1585.9,1396.55,554.89,2388.0,9074.27,47.27,522.27,2388.0,8148.59,8.4191,391,38.7,23.4329,-7626.32,0
642.08,1583.36,1400.98,554.37,2388.03,9075.3,47.24,522.59,2387.99,8150.06,8.4211,391,39.04,23.313,-7627.47,0
642.96,1593.27,1409.32,553.07,2388.11,9054.02,47.68,521.12,2388.08,8132.99,8.4307,394,38.94,23.3565,-7611.87,0
642.33,1592.88,1403.69,553.49,2388.13,9062.79,47.38,521.64,2388.06,8138.57,8.4278,392,38.81,23.37,-7616.929999999999,0
642.74,1586.49,1393.15,554.62,2388.03,9071.68,47.36,521.81,2388.04,8150.04,8.3817,392,39.0,23.5295,-7628.23,0
642.07,1584.53,1403.04,554.02,2388.01,9065.98,47.15,522.16,2388.04,8146.52,8.3551,393,39.14,23.3543,-7624.360000000001,0
642.76,1590.81,1405.7,553.14,2388.06,9063.43,47.57,521.67,2388.12,8136.04,8.4105,393,38.92,23.2483,-7614.37,0
642.1,1591.23,1406.89,553.46,2388.04,9067.36,47.4,521.75,2388.06,8145.49,8.4243,393,38.74,23.3103,-7623.74,0
642.33,1588.11,1405.93,553.31,2388.1,9042.43,47.53,521.59,2388.13,8130.18,8.4246,392,38.94,23.3077,-7608.59,0
642.39,1587.18,1402.52,553.48,2388.09,9037.04,47.34,521.51,2388.14,8126.56,8.4603,393,38.87,23.3685,-7605.05,0
642.68,1591.44,1407.02,553.36,2388.09,9051.5,47.53,521.46,2388.08,8134.13,8.4351,392,38.96,23.2967,-7612.67,0
642.31,1587.76,1407.43,552.69,2388.04,9068.73,47.46,521.65,2388.06,8150.24,8.4169,393,38.9,23.27,-7628.59,0
643.04,1596.13,1404.63,553.57,2388.1,9058.94,47.64,520.86,2388.12,8137.5,8.4453,392,38.95,23.294,-7616.64,0
642.22,1588.18,1405.62,554.33,2388.04,9060.88,47.47,522.2,2388.08,8143.74,8.4239,393,38.84,23.372,-7621.54,0
642.39,1592.78,1416.93,553.65,2388.13,9058.2,47.47,520.77,2388.11,8139.05,8.4564,394,38.79,23.2598,-7618.280000000001,0
643.21,1584.57,1413.01,553.82,2388.14,9070.46,47.6,520.99,2388.1,8147.42,8.4554,392,38.82,23.291,-7626.43,0
642.64,1590.85,1411.57,553.21,2388.12,9045.6,47.53,521.22,2388.15,8127.01,8.4684,393,38.72,23.1911,-7605.79,0
642.64,1592.61,1417.3,553.58,2388.12,9074.79,47.43,521.03,2388.13,8151.5,8.4139,394,38.71,23.303,-7630.47,0
642.8,1589.18,1402.1,553.84,2388.14,9060.63,47.38,521.76,2388.04,8146.48,8.409,393,39.0,23.4206,-7624.719999999999,0
642.31,1589.09,1399.28,554.16,2388.01,9055.95,47.31,521.75,2388.03,8136.66,8.4073,392,39.11,23.415,-7614.91,0
642.08,1586.13,1402.82,553.9,2387.98,9068.88,47.26,522.32,2388.02,8149.72,8.4018,392,39.06,23.4476,-7627.400000000001,0
642.74,1592.39,1414.12,553.9,2388.11,9055.65,47.55,521.41,2388.09,8137.96,8.4129,394,38.83,23.2568,-7616.55,0
642.45,1591.44,1400.64,553.57,2388.06,9046.29,47.13,521.77,2388.07,8130.75,8.4079,393,38.88,23.3185,-7608.98,0
642.91,1594.25,1423.33,552.33,2388.21,9058.7,47.77,520.88,2388.21,8128.0,8.4645,396,38.66,23.2233,-7607.12,1
643.08,1599.05,1413.69,552.49,2388.06,9107.55,47.71,520.5,2388.11,8179.79,8.4838,395,38.68,23.2816,-7659.29,0
642.42,1587.65,1403.45,554.48,2388.03,9061.63,47.4,521.78,2388.07,8144.5,8.42,391,38.93,23.3844,-7622.72,0
642.88,1603.43,1428.09,552.11,2388.12,9100.02,47.94,520.11,2388.16,8175.22,8.4684,395,38.4,23.1089,-7655.110000000001,1
642.5,1584.6,1406.9,553.72,2388.03,9063.76,47.4,521.93,2388.02,8141.41,8.4374,393,38.95,23.2993,-7619.48,0
642.6,1590.0,1401.97,554.07,2387.94,9096.42,47.29,521.83,2387.88,8171.26,8.4119,391,38.85,23.4244,-7649.43,0
641.88,1589.62,1396.84,553.73,2388.08,9063.24,47.33,521.72,2388.1,8142.46,8.4373,395,38.94,23.3591,-7620.74,0
642.33,1588.04,1409.96,553.69,2388.1,9054.88,47.32,521.91,2388.11,8137.5,8.4484,394,38.79,23.3886,-7615.59,0
642.35,1581.19,1409.49,553.44,2388.12,9046.98,47.53,521.39,2388.16,8126.88,8.429,392,38.77,23.3332,-7605.49,0
642.8,1598.73,1409.35,552.95,2388.07,9065.98,47.71,521.25,2388.11,8149.58,8.4737,394,38.72,23.2196,-7628.33,0
642.98,1594.07,1410.87,552.97,2388.2,9042.49,47.79,521.36,2388.16,8126.63,8.451,394,38.71,23.2509,-7605.27,0
642.91,1591.1,1412.47,552.91,2388.13,9049.29,47.51,521.6,2388.17,8136.16,8.4591,394,38.81,23.1779,-7614.5599999999995,0
641.98,1585.94,1404.84,554.13,2388.06,9046.46,47.24,521.95,2388.06,8132.6,8.4239,393,38.9,23.3592,-7610.650000000001,0
642.92,1598.06,1424.91,553.35,2388.18,9064.41,47.77,521.24,2388.17,8141.43,8.4988,394,38.59,23.2784,-7620.1900000000005,0
642.18,1586.57,1406.99,554.49,2388.02,9059.29,47.34,521.9,2388.03,8139.48,8.3977,391,38.91,23.4291,-7617.58,0
642.67,1593.2,1407.03,552.71,2388.15,9074.19,47.59,521.46,2388.13,8140.93,8.4257,395,38.63,23.2046,-7619.47,0
642.7,1586.6,1406.91,553.45,2388.16,9047.83,47.56,521.66,2388.14,8134.64,8.4143,393,38.77,23.2923,-7612.9800000000005,0
642.67,1588.42,1411.25,553.1,2388.1,9067.88,47.67,521.53,2388.08,8144.93,8.458,394,38.66,23.3001,-7623.400000000001,0
643.45,1603.62,1428.64,550.75,2388.21,9068.93,48.2,519.35,2388.26,8137.0,8.488,396,38.44,23.1179,-7617.65,1
642.71,1591.06,1414.03,553.23,2388.1,9055.58,47.5,521.34,2388.15,8129.42,8.445,395,38.7,23.347,-7608.08,0
643.21,1590.21,1404.97,552.96,2388.1,9064.05,47.58,520.82,2388.07,8141.49,8.4168,393,38.66,23.3462,-7620.67,0
642.39,1579.94,1407.18,553.65,2388.03,9065.52,47.23,521.58,2387.99,8142.32,8.3834,393,38.91,23.3381,-7620.74,0
642.83,1584.61,1420.38,552.99,2388.05,9064.85,47.52,521.22,2388.14,8142.99,8.4762,393,38.77,23.3881,-7621.7699999999995,0
642.6,1594.1,1399.88,554.39,2388.02,9070.79,47.25,522.22,2388.03,8144.77,8.4095,392,38.82,23.3383,-7622.55,0
642.47,1595.36,1415.98,552.78,2388.07,9087.28,47.61,520.95,2388.08,8154.41,8.5006,394,38.62,23.1916,-7633.46,0
642.73,1585.45,1404.01,553.64,2388.09,9046.99,47.36,521.57,2388.06,8124.32,8.4112,392,38.85,23.2393,-7602.75,0
642.5,1591.54,1410.23,552.9,2388.04,9063.15,47.62,521.83,2388.08,8137.18,8.4352,394,38.85,23.2857,-7615.35,0
642.12,1585.61,1397.02,554.24,2388.0,9060.13,46.86,522.59,2388.0,8148.83,8.4077,392,39.01,23.2698,-7626.24,0
641.91,1582.06,1397.24,554.75,2388.01,9057.77,47.14,522.65,2388.01,8144.85,8.3991,391,38.94,23.4428,-7622.200000000001,0
642.14,1583.63,1396.89,553.83,2387.99,9054.55,47.2,522.13,2388.04,8142.26,8.4077,392,38.8,23.4486,-7620.13,0
642.1,1586.79,1397.48,553.59,2388.0,9051.8,47.29,522.71,2388.02,8141.08,8.3792,391,39.01,23.4162,-7618.37,0
643.05,1585.52,1418.37,552.65,2388.2,9054.21,47.74,521.07,2388.17,8131.85,8.4791,394,38.62,23.1721,-7610.780000000001,0
641.84,1597.77,1406.92,553.26,2388.06,9066.27,47.24,521.57,2388.0,8142.74,8.3646,390,38.96,23.3389,-7621.17,0
641.92,1583.42,1397.31,554.57,2387.97,9070.17,47.16,522.01,2387.92,8143.73,8.4042,391,39.22,23.4178,-7621.719999999999,0
642.75,1590.26,1405.13,553.15,2388.17,9047.66,47.56,521.7,2388.15,8125.26,8.4651,392,39.0,23.2346,-7603.56,0
642.19,1586.23,1399.29,554.26,2388.09,9059.63,47.48,521.81,2388.07,8140.29,8.4079,392,39.05,23.3508,-7618.48,0
642.39,1587.85,1402.3,554.66,2388.07,9090.0,47.47,521.77,2388.05,8165.03,8.415,391,38.82,23.3566,-7643.26,0
642.53,1582.61,1398.25,554.34,2388.02,9059.52,47.03,522.05,2388.0,8141.0,8.4062,391,39.0,23.3931,-7618.95,0
642.86,1588.91,1421.73,552.41,2388.17,9080.65,48.11,520.86,2388.18,8155.71,8.4889,394,38.57,23.1103,-7634.85,1
642.66,1589.26,1415.26,553.03,2388.08,9055.7,47.53,520.75,2388.12,8133.45,8.4552,393,38.78,23.2645,-7612.7,0
643.35,1593.93,1414.77,552.53,2388.19,9049.73,47.73,520.65,2388.21,8133.38,8.4733,394,38.66,23.1952,-7612.7300000000005,0
642.61,1599.71,1406.54,553.18,2388.11,9077.79,47.66,521.18,2388.11,8152.44,8.482,393,38.76,23.314,-7631.259999999999,0
642.14,1588.77,1398.53,553.88,2388.03,9058.95,47.19,522.27,2388.1,8133.71,8.4225,393,39.01,23.4153,-7611.4400000000005,0
642.54,1586.11,1402.54,553.86,2388.14,9035.87,47.69,520.85,2388.1,8122.84,8.4295,393,38.94,23.1835,-7601.99,0
642.22,1596.51,1406.2,553.4,2388.08,9063.45,47.65,520.96,2388.14,8146.99,8.4271,392,38.65,23.2874,-7626.03,0
642.96,1602.23,1422.12,552.61,2388.11,9091.67,47.8,520.2,2388.15,8161.44,8.4596,395,38.49,23.1591,-7641.24,1
643.48,1595.69,1425.4,551.6,2388.22,9043.98,47.91,519.86,2388.25,8123.15,8.5073,395,38.65,23.0755,-7603.29,1
641.96,1588.3,1407.71,553.56,2388.12,9042.57,47.44,521.56,2388.12,8125.53,8.4408,392,39.0,23.3186,-7603.969999999999,0
642.44,1580.42,1400.64,554.67,2388.07,9052.87,47.36,522.63,2388.04,8139.73,8.4341,392,39.0,23.3968,-7617.099999999999,0
643.37,1594.68,1423.53,551.57,2388.22,9051.27,48.15,520.34,2388.27,8126.04,8.4898,395,38.63,23.1122,-7605.7,1
642.29,1587.25,1401.97,553.52,2388.08,9057.78,47.31,521.82,2388.03,8137.41,8.4409,393,38.81,23.425,-7615.59,0
641.88,1591.72,1400.68,554.5,2388.11,9054.98,47.44,522.24,2388.06,8135.54,8.4188,391,38.88,23.3519,-7613.3,0
643.54,1605.23,1418.43,552.88,2388.11,9125.96,48.1,520.14,2388.21,8199.48,8.4921,395,38.36,23.235,-7679.339999999999,1
641.86,1581.77,1391.91,554.41,2388.07,9059.5,47.17,522.53,2388.04,8142.02,8.4227,392,38.91,23.5515,-7619.490000000001,0
642.83,1591.54,1409.46,553.02,2388.17,9056.74,47.72,521.1,2388.17,8134.78,8.4523,394,38.95,23.2549,-7613.679999999999,0
642.38,1592.23,1405.12,553.42,2388.09,9060.43,47.35,520.99,2388.1,8131.59,8.432,393,38.85,23.3707,-7610.6,0
643.36,1600.44,1424.92,551.97,2388.22,9067.7,47.94,520.04,2388.2,8145.75,8.488,396,38.3,23.1529,-7625.71,1
642.31,1589.52,1408.33,553.28,2388.11,9050.1,47.45,521.82,2388.1,8134.96,8.4411,393,38.97,23.5247,-7613.14,0
642.54,1587.28,1398.83,553.57,2388.05,9044.02,47.44,521.73,2388.1,8130.06,8.4506,393,38.97,23.3561,-7608.33,0
642.01,1585.87,1399.24,554.29,2388.03,9057.86,47.27,522.19,2388.01,8134.52,8.4148,393,38.92,23.3777,-7612.33,0
643.04,1599.44,1421.29,551.73,2388.14,9074.19,47.68,520.74,2388.15,8153.55,8.476,396,38.64,23.197,-7632.81,0
643.28,1596.87,1411.91,553.8,2388.11,9047.84,47.58,521.29,2388.13,8128.24,8.4163,392,38.83,23.3029,-7606.95,0
643.01,1582.3,1409.89,554.11,2387.98,9053.38,47.31,521.92,2388.01,8137.93,8.4597,392,39.1,23.3448,-7616.01,0
641.99,1584.17,1393.05,553.95,2388.0,9052.73,47.24,522.35,2387.99,8138.98,8.3855,391,39.12,23.4736,-7616.629999999999,0
642.66,1593.37,1410.15,553.49,2388.07,9062.91,47.5,521.46,2388.09,8141.27,8.4431,394,38.89,23.3018,-7619.81,0
643.57,1594.78,1429.65,552.63,2388.18,9115.96,47.92,520.35,2388.11,8186.32,8.5064,396,38.48,23.1083,-7665.969999999999,1
642.26,1585.99,1397.76,554.18,2388.05,9052.09,47.49,521.76,2388.11,8131.85,8.4251,393,39.0,23.2905,-7610.09,0
642.68,1593.67,1412.71,553.43,2388.09,9077.18,47.69,520.94,2388.09,8148.9,8.4482,394,38.71,23.2213,-7627.959999999999,0
642.37,1579.66,1395.23,554.98,2388.01,9062.84,47.36,522.49,2388.0,8137.83,8.3953,392,38.95,23.272,-7615.34,0
641.9,1575.93,1405.73,553.76,2388.05,9059.34,47.38,522.0,2388.04,8149.14,8.4102,392,38.95,23.3682,-7627.14,0
642.69,1590.41,1416.29,552.65,2388.17,9061.37,47.83,521.03,2388.13,8142.62,8.4338,396,38.76,23.3285,-7621.59,0
642.47,1580.95,1402.17,554.43,2388.07,9056.09,47.3,521.9,2388.07,8134.45,8.4157,392,38.93,23.2927,-7612.55,0
642.64,1590.68,1405.86,553.84,2388.09,9058.26,47.62,521.68,2388.1,8142.09,8.4446,393,38.73,23.2357,-7620.41,0
642.73,1591.02,1404.93,553.13,2388.15,9041.95,47.74,520.95,2388.13,8125.24,8.4054,393,38.78,23.2522,-7604.29,0
642.65,1589.3,1400.26,554.59,2388.07,9062.8,47.45,521.98,2388.04,8134.97,8.4303,394,39.1,23.2819,-7612.99,0
642.28,1587.97,1399.32,553.85,2388.07,9059.9,47.29,522.14,2388.02,8144.68,8.4076,391,38.82,23.2605,-7622.54,0
643.12,1594.41,1422.58,552.9,2388.19,9086.99,47.98,520.52,2388.15,8159.58,8.5184,393,38.57,22.9463,-7639.0599999999995,1
642.23,1594.07,1417.42,552.95,2388.1,9079.45,47.94,521.17,2388.07,8149.44,8.4582,394,38.66,23.2131,-7628.2699999999995,0
642.81,1589.01,1403.24,554.35,2388.04,9122.81,47.51,520.92,2388.09,8197.22,8.4609,393,38.8,23.1219,-7676.299999999999,0
642.43,1591.5,1393.35,553.43,2388.05,9044.69,47.51,521.48,2388.11,8131.13,8.4126,391,38.81,23.4348,-7609.65,0
643.56,1599.55,1423.96,551.38,2388.12,9118.9,48.07,520.74,2388.14,8185.61,8.5521,395,38.69,23.15,-7664.87,1
642.13,1587.98,1404.5,553.94,2388.05,9049.34,47.24,521.49,2388.07,8136.11,8.3936,392,38.97,23.455,-7614.62,0
642.26,1583.32,1397.7,553.6,2388.09,9065.24,47.35,522.58,2388.07,8147.74,8.4369,392,39.08,23.3323,-7625.16,0
642.64,1585.84,1407.29,553.56,2388.14,9064.63,47.56,520.99,2388.13,8140.83,8.4705,394,38.72,23.2056,-7619.84,0
641.99,1586.44,1397.8,554.53,2388.01,9052.76,47.27,522.74,2388.03,8140.2,8.3896,392,38.97,23.5219,-7617.46,0
643.26,1586.45,1408.61,554.07,2388.06,9064.75,47.28,522.39,2388.05,8138.11,8.4103,392,39.1,23.4542,-7615.719999999999,0
642.68,1595.51,1415.85,552.39,2388.11,9051.55,47.63,521.32,2388.12,8129.68,8.4983,393,38.64,23.3462,-7608.360000000001,0
643.08,1598.47,1418.85,552.17,2388.18,9084.6,47.84,520.54,2388.23,8158.84,8.5107,396,38.61,23.2133,-7638.3,0
642.82,1592.13,1402.5,553.25,2388.13,9048.2,47.47,521.81,2388.1,8130.59,8.416,393,38.77,23.3966,-7608.780000000001,0
643.05,1586.24,1413.31,552.83,2388.12,9060.37,47.81,521.4,2388.12,8138.27,8.4424,392,38.82,23.1501,-7616.870000000001,0
641.79,1590.44,1388.88,554.72,2388.05,9056.7,47.07,522.76,2388.02,8141.25,8.3778,390,38.98,23.3423,-7618.49,0
642.02,1586.69,1391.32,555.03,2388.01,9052.95,47.25,522.14,2388.01,8140.74,8.41,391,38.92,23.4171,-7618.599999999999,0
642.48,1582.56,1393.52,554.41,2388.04,9051.13,47.35,522.22,2388.03,8140.79,8.4001,392,38.92,23.386,-7618.57,0
642.64,1599.65,1411.67,553.28,2388.15,9064.75,47.68,521.01,2388.12,8134.48,8.4438,394,38.83,23.2186,-7613.469999999999,0
643.18,1591.64,1417.04,552.33,2388.13,9093.06,47.7,520.88,2388.12,8166.5,8.4993,395,38.6,23.2049,-7645.62,0
642.92,1586.94,1415.8,553.13,2388.14,9042.84,47.42,521.11,2388.13,8125.71,8.466,392,38.79,23.2914,-7604.6,0
643.07,1591.85,1414.17,551.93,2388.15,9064.25,47.68,520.69,2388.17,8134.76,8.4487,395,38.49,23.1923,-7614.07,0
641.99,1585.03,1395.92,554.26,2388.02,9068.68,47.22,522.61,2388.02,8149.54,8.4111,392,38.87,23.3776,-7626.93,0
643.51,1601.02,1424.95,552.84,2388.16,9080.03,47.83,520.55,2388.22,8151.88,8.46,396,38.61,23.1713,-7631.33,1
642.18,1583.91,1399.12,554.87,2388.02,9073.69,47.37,522.07,2387.97,8147.53,8.4228,391,38.92,23.4565,-7625.46,0
642.9,1579.37,1402.37,553.9,2388.12,9073.19,47.53,521.6,2388.07,8155.4,8.43,393,38.84,23.3749,-7633.799999999999,0
643.86,1596.43,1433.44,551.8,2388.19,9138.82,48.05,520.21,2388.19,8207.95,8.5259,396,38.28,23.0329,-7687.740000000001,1
642.38,1584.08,1402.7,553.59,2388.08,9061.5,47.44,521.63,2388.08,8140.76,8.4539,392,38.78,23.3281,-7619.13,0
642.62,1586.82,1411.63,553.22,2388.08,9060.38,47.5,521.83,2388.03,8141.68,8.3967,394,38.87,23.3216,-7619.85,0
642.34,1588.01,1403.24,553.76,2388.08,9066.4,47.31,521.85,2388.04,8144.79,8.3994,394,39.02,23.3513,-7622.94,0
643.36,1594.07,1415.97,552.96,2388.17,9056.69,47.65,521.52,2388.15,8132.92,8.4659,393,38.73,23.1934,-7611.4,0
641.76,1586.41,1398.09,554.38,2388.01,9067.09,47.21,522.48,2388.01,8146.64,8.4143,391,39.06,23.3937,-7624.16,0
642.77,1581.93,1409.91,552.9,2388.08,9050.52,47.46,520.83,2388.13,8130.45,8.4642,393,38.83,23.2277,-7609.62,0
642.9,1597.07,1422.22,552.09,2388.17,9057.76,47.75,520.24,2388.16,8132.31,8.455,394,38.54,23.1727,-7612.070000000001,0
642.35,1590.06,1409.85,553.9,2388.09,9061.24,47.5,521.78,2388.1,8132.94,8.4597,393,38.92,23.3717,-7611.16,0
642.38,1592.36,1405.95,553.4,2388.1,9067.82,47.53,521.28,2388.06,8149.61,8.4219,393,38.63,23.4167,-7628.33,0
643.19,1592.78,1418.57,552.43,2388.14,9078.88,47.88,520.72,2388.07,8154.65,8.4593,394,38.61,23.2274,-7633.929999999999,0
643.1,1601.3,1429.77,551.93,2388.35,9048.38,48.02,519.53,2388.36,8122.87,8.4972,396,38.5,23.0189,-7603.34,1
642.94,1586.14,1412.11,552.92,2388.15,9045.97,47.63,521.24,2388.18,8126.07,8.4106,392,38.8,23.279,-7604.83,0
643.65,1599.4,1418.77,551.47,2388.19,9070.15,48.11,520.63,2388.24,8145.37,8.4879,394,38.44,23.2283,-7624.74,1
644.03,1592.36,1423.29,550.78,2388.19,9073.6,47.99,520.05,2388.22,8145.38,8.5072,395,38.58,23.1634,-7625.33,1
642.89,1584.71,1401.79,553.5,2388.02,9054.91,47.15,521.27,2388.09,8140.77,8.4292,393,38.92,23.3677,-7619.5,0
642.81,1584.97,1406.28,553.05,2388.08,9062.4,47.5,521.28,2388.07,8142.42,8.4171,393,38.69,23.2507,-7621.14,0
643.33,1605.31,1434.87,551.25,2388.17,9134.7,48.14,519.33,2388.21,8200.9,8.5352,395,38.45,23.0191,-7681.57,1
642.35,1583.22,1397.91,553.21,2388.09,9065.08,47.35,521.78,2388.04,8135.88,8.3991,390,38.93,23.2473,-7614.1,0
642.63,1584.49,1401.33,554.02,2388.12,9051.29,47.35,521.95,2388.03,8134.12,8.4122,393,38.78,23.3834,-7612.17,0
641.54,1586.69,1406.26,554.31,2388.03,9051.35,47.26,522.39,2388.01,8148.63,8.3962,393,38.87,23.4752,-7626.24,0
642.53,1596.99,1400.72,553.4,2388.12,9045.59,47.42,521.56,2388.14,8131.82,8.4177,392,38.81,23.4489,-7610.26,0
643.55,1605.53,1423.36,551.92,2388.19,9095.68,48.18,519.92,2388.19,8166.72,8.4926,395,38.53,23.1081,-7646.8,1
